phrasing:n023:p0	R	b3
phrasing:n029:p0	R	b1
phrasing:n022:p0	R	b2
phrasing:n017:p0	C	b2
e022	A	b1
phrasing:n031:p0	R	b1
phrasing:n033:p0	R	b1
n029	A	b1
phrasing:n022:p0	C	b2
phrasing:n029:p0	C	b1
phrasing:n033:p0	C	b1
n004	A	b1
phrasing:n023:p0	C	b3
n024	A	b1
phrasing:n011:p0	C	b1
n017	A	b2
phrasing:n004:p0	C	b1
n001	A	b2
n008	A	b1
phrasing:n001:p0	C	b2
phrasing:n031:p0	C	b1
e012	A	b1
phrasing:n008:p0	R	b1
phrasing:n004:p0	R	b1
phrasing:n011:p0	R	b1
group:g3	A	b1
phrasing:n001:p0	R	b2
e008	A	b1
n031	A	b1
e005	A	b1
phrasing:n017:p0	R	b2
group:g2	A	b1
n023	A	b3
n022	A	b2
phrasing:n024:p0	R	b1
n033	A	b1
phrasing:n024:p0	C	b1
n011	A	b1
phrasing:n008:p0	C	b1
